Studiejaar,Faculteit,Type,Codenationaliteit,Omschrijvingnationaliteit,Geslacht,Leeftijd,Leiden,Hoofdinschrijvingen
2018,Archeologie,ma,37,Griekse,Man,33,n,1
2018,Archeologie,ma,37,Griekse,Man,35,n,1
2018,Archeologie,ma,37,Griekse,Vrouw,25,j,1
2018,Archeologie,ma,37,Griekse,Vrouw,25,n,2
2018,Archeologie,ma,37,Griekse,Vrouw,26,j,1
2018,Archeologie,ma,37,Griekse,Vrouw,27,n,1
2018,Archeologie,ma,37,Griekse,Vrouw,29,n,2
2018,Archeologie,ma,37,Griekse,Vrouw,32,n,1
2018,Archeologie,ma,40,Ierse,Man,22,n,1
2018,Archeologie,ma,40,Ierse,Man,23,n,1
2018,Archeologie,ma,40,Ierse,Man,27,n,1
2018,Archeologie,ma,40,Ierse,Vrouw,25,j,1
2018,Archeologie,ma,160,Indonesische,Man,24,n,1
2018,Archeologie,ma,160,Indonesische,Vrouw,27,n,1
2018,Archeologie,ma,42,Italiaanse,Man,23,n,2
2018,Archeologie,ma,42,Italiaanse,Man,24,n,1
2018,Archeologie,ma,42,Italiaanse,Man,25,j,1
2018,Archeologie,ma,42,Italiaanse,Man,49,n,1
2018,Archeologie,ma,42,Italiaanse,Vrouw,24,n,1
2018,Archeologie,ma,42,Italiaanse,Vrouw,25,n,1
2018,Archeologie,ma,42,Italiaanse,Vrouw,28,n,1
2018,Archeologie,ma,128,Mexicaanse,Vrouw,49,n,1
2018,Archeologie,ma,3,Nederlandse,Man,21,n,2
2018,Archeologie,ma,3,Nederlandse,Man,22,j,1
2018,Archeologie,ma,3,Nederlandse,Man,22,n,3
2018,Archeologie,ma,3,Nederlandse,Man,23,j,1
2018,Archeologie,ma,3,Nederlandse,Man,23,n,7
2018,Archeologie,ma,3,Nederlandse,Man,24,n,7
2018,Archeologie,ma,3,Nederlandse,Man,25,j,1
2018,Archeologie,ma,3,Nederlandse,Man,25,n,5
2018,Archeologie,ma,3,Nederlandse,Man,26,n,8
2018,Archeologie,ma,3,Nederlandse,Man,27,n,1
2018,Archeologie,ma,3,Nederlandse,Man,28,n,5
2018,Archeologie,ma,3,Nederlandse,Man,29,n,3
2018,Archeologie,ma,3,Nederlandse,Man,30,j,1
2018,Archeologie,ma,3,Nederlandse,Man,34,n,1
2018,Archeologie,ma,3,Nederlandse,Man,47,n,1
2018,Archeologie,ma,3,Nederlandse,Man,55,n,1
2018,Archeologie,ma,3,Nederlandse,Man,65,j,1
2018,Archeologie,ma,3,Nederlandse,Man,71,n,1
2018,Archeologie,ma,3,Nederlandse,Vrouw,21,j,1
2018,Archeologie,ma,3,Nederlandse,Vrouw,21,n,6
2018,Archeologie,ma,3,Nederlandse,Vrouw,22,j,2
2018,Archeologie,ma,3,Nederlandse,Vrouw,22,n,10
2018,Archeologie,ma,3,Nederlandse,Vrouw,23,n,14
2018,Archeologie,ma,3,Nederlandse,Vrouw,24,n,8
2018,Archeologie,ma,3,Nederlandse,Vrouw,25,n,9
2018,Archeologie,ma,3,Nederlandse,Vrouw,26,n,6
2018,Archeologie,ma,3,Nederlandse,Vrouw,27,n,6
2018,Archeologie,ma,3,Nederlandse,Vrouw,28,n,2
2018,Archeologie,ma,3,Nederlandse,Vrouw,29,n,2
2018,Archeologie,ma,3,Nederlandse,Vrouw,31,n,1
2018,Archeologie,ma,3,Nederlandse,Vrouw,32,n,3
2018,Archeologie,ma,3,Nederlandse,Vrouw,43,n,1
2018,Archeologie,ma,3,Nederlandse,Vrouw,81,n,1
2018,Archeologie,ma,50,Poolse,Vrouw,23,n,1
2018,Archeologie,ma,50,Poolse,Vrouw,34,n,1
2018,Archeologie,ma,51,Portugese,Vrouw,23,j,1
2018,Archeologie,ma,52,Roemeense,Vrouw,23,n,1
2018,Archeologie,ma,5,Slowaakse,Vrouw,22,n,1
2018,Archeologie,ma,55,Spaanse,Man,24,j,1
2018,Archeologie,ma,55,Spaanse,Vrouw,22,j,1
2018,Archeologie,ma,55,Spaanse,Vrouw,25,n,2
2018,Archeologie,ma,158,Taiwanese,Vrouw,25,n,1
2018,Geesteswetenschappen,ba,148,Afghaanse,Man,20,j,1
2018,Geesteswetenschappen,ba,148,Afghaanse,Man,37,n,1
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Man,19,j,1
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Man,19,n,1
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Man,20,j,1
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Man,20,n,4
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Man,22,j,1
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Man,22,n,1
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Man,23,j,1
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Man,24,j,1
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Man,28,n,2
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Vrouw,18,j,2
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Vrouw,19,j,1
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Vrouw,20,j,2
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Vrouw,20,n,1
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Vrouw,21,n,5
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Vrouw,22,n,1
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Vrouw,24,j,1
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Vrouw,24,n,1
2018,Geesteswetenschappen,ba,132,Amerikaans Burger,Vrouw,26,j,1
2018,Geesteswetenschappen,ba,200,Amerikaans Onderdaan,Man,19,n,1
2018,Geesteswetenschappen,ba,200,Amerikaans Onderdaan,Vrouw,20,n,1
2018,Geesteswetenschappen,ba,133,Argentijnse,Vrouw,20,j,1
2018,Geesteswetenschappen,ba,188,Australische,Man,23,n,1
2018,Geesteswetenschappen,ba,30,Belgische,Man,19,j,1
2018,Geesteswetenschappen,ba,30,Belgische,Man,19,n,2
2018,Geesteswetenschappen,ba,30,Belgische,Man,20,n,3
2018,Geesteswetenschappen,ba,30,Belgische,Man,21,j,1
2018,Geesteswetenschappen,ba,30,Belgische,Man,22,j,1
2018,Geesteswetenschappen,ba,30,Belgische,Man,22,n,2
2018,Geesteswetenschappen,ba,30,Belgische,Man,23,n,1
2018,Geesteswetenschappen,ba,30,Belgische,Man,24,n,1
2018,Geesteswetenschappen,ba,30,Belgische,Man,25,n,1
2018,Geesteswetenschappen,ba,30,Belgische,Man,31,n,1
2018,Geesteswetenschappen,ba,30,Belgische,Man,42,j,1
2018,Geesteswetenschappen,ba,30,Belgische,Vrouw,17,j,1
2018,Geesteswetenschappen,ba,30,Belgische,Vrouw,18,j,3
2018,Geesteswetenschappen,ba,30,Belgische,Vrouw,18,n,1
2018,Geesteswetenschappen,ba,30,Belgische,Vrouw,19,j,2
2018,Geesteswetenschappen,ba,30,Belgische,Vrouw,19,n,1
2018,Geesteswetenschappen,ba,30,Belgische,Vrouw,20,j,2
2018,Geesteswetenschappen,ba,30,Belgische,Vrouw,20,n,3
2018,Geesteswetenschappen,ba,30,Belgische,Vrouw,21,n,4
2018,Geesteswetenschappen,ba,30,Belgische,Vrouw,22,n,4
2018,Geesteswetenschappen,ba,30,Belgische,Vrouw,23,n,1
2018,Geesteswetenschappen,ba,30,Belgische,Vrouw,28,n,1
2018,Geesteswetenschappen,ba,135,Boliviaanse,Vrouw,19,j,1
2018,Geesteswetenschappen,ba,136,Braziliaanse,Man,21,n,1
2018,Geesteswetenschappen,ba,136,Braziliaanse,Vrouw,19,n,1
2018,Geesteswetenschappen,ba,136,Braziliaanse,Vrouw,21,n,1
2018,Geesteswetenschappen,ba,136,Braziliaanse,Vrouw,42,n,1
2018,Geesteswetenschappen,ba,38,Brits Burger,Man,18,j,5
2018,Geesteswetenschappen,ba,38,Brits Burger,Man,19,j,3
2018,Geesteswetenschappen,ba,38,Brits Burger,Man,19,n,1
2018,Geesteswetenschappen,ba,38,Brits Burger,Man,20,j,1
2018,Geesteswetenschappen,ba,38,Brits Burger,Man,20,n,10
2018,Geesteswetenschappen,ba,38,Brits Burger,Man,21,n,8
2018,Geesteswetenschappen,ba,38,Brits Burger,Man,22,j,3
2018,Geesteswetenschappen,ba,38,Brits Burger,Man,22,n,1
2018,Geesteswetenschappen,ba,38,Brits Burger,Man,23,n,1
2018,Geesteswetenschappen,ba,38,Brits Burger,Man,24,j,1
2018,Geesteswetenschappen,ba,38,Brits Burger,Man,24,n,1
2018,Geesteswetenschappen,ba,38,Brits Burger,Man,25,j,1
2018,Geesteswetenschappen,ba,38,Brits Burger,Man,41,j,1
2018,Geesteswetenschappen,ba,38,Brits Burger,Man,50,j,1
2018,Geesteswetenschappen,ba,38,Brits Burger,Vrouw,18,j,9
2018,Geesteswetenschappen,ba,38,Brits Burger,Vrouw,18,n,2
2018,Geesteswetenschappen,ba,38,Brits Burger,Vrouw,19,j,4
2018,Geesteswetenschappen,ba,38,Brits Burger,Vrouw,19,n,3
2018,Geesteswetenschappen,ba,38,Brits Burger,Vrouw,20,j,2
2018,Geesteswetenschappen,ba,38,Brits Burger,Vrouw,20,n,11
2018,Geesteswetenschappen,ba,38,Brits Burger,Vrouw,21,n,7
2018,Geesteswetenschappen,ba,38,Brits Burger,Vrouw,22,j,1
2018,Geesteswetenschappen,ba,38,Brits Burger,Vrouw,22,n,8
2018,Geesteswetenschappen,ba,38,Brits Burger,Vrouw,23,n,1
2018,Geesteswetenschappen,ba,38,Brits Burger,Vrouw,27,n,1
2018,Geesteswetenschappen,ba,38,Brits Burger,Vrouw,28,n,1
2018,Geesteswetenschappen,ba,38,Brits Burger,Vrouw,35,n,1
2018,Geesteswetenschappen,ba,38,Brits Burger,Vrouw,38,n,1
2018,Geesteswetenschappen,ba,38,Brits Burger,Vrouw,56,n,2
2018,Geesteswetenschappen,ba,38,Brits Burger,Vrouw,63,j,1
2018,Geesteswetenschappen,ba,31,Bulgaarse,Man,19,j,1
2018,Geesteswetenschappen,ba,31,Bulgaarse,Man,20,n,2
2018,Geesteswetenschappen,ba,31,Bulgaarse,Man,21,n,2
2018,Geesteswetenschappen,ba,31,Bulgaarse,Man,22,n,2
2018,Geesteswetenschappen,ba,31,Bulgaarse,Man,23,n,1
2018,Geesteswetenschappen,ba,31,Bulgaarse,Vrouw,19,j,2
2018,Geesteswetenschappen,ba,31,Bulgaarse,Vrouw,21,n,6
2018,Geesteswetenschappen,ba,31,Bulgaarse,Vrouw,23,n,1
2018,Geesteswetenschappen,ba,31,Bulgaarse,Vrouw,25,n,1
2018,Geesteswetenschappen,ba,17,Azerbeidzjaanse,Man,20,n,1
2018,Geesteswetenschappen,ba,187,Bengalese,Vrouw,19,j,1
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,18,j,1
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,18,n,1
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,19,j,5
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,19,n,4
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,20,j,2
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,20,n,8
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,21,j,3
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,21,n,8
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,22,j,2
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,22,n,12
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,23,n,10
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,24,n,1
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,25,n,3
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,26,n,1
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,27,j,1
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,27,n,1
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Man,28,n,1
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,18,j,8
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,18,n,1
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,19,j,11
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,19,n,12
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,20,j,5
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,20,n,16
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,21,j,7
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,21,n,18
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,22,j,1
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,22,n,12
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,23,j,2
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,23,n,5
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,24,n,5
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,25,n,1
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,27,j,1
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,29,n,1
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,38,j,1
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,39,n,1
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,41,j,1
2018,Geesteswetenschappen,ba,33,Burger van de Bondsrepubliek Duitsland,Vrouw,50,n,1
2018,Geesteswetenschappen,ba,8,Georgische,Vrouw,18,j,1
2018,Geesteswetenschappen,ba,8,Georgische,Vrouw,20,n,2
2018,Geesteswetenschappen,ba,159,Indiase,Man,19,n,1
2018,Geesteswetenschappen,ba,159,Indiase,Man,21,j,1
2018,Geesteswetenschappen,ba,159,Indiase,Man,21,n,1
2018,Geesteswetenschappen,ba,159,Indiase,Vrouw,17,j,1
2018,Geesteswetenschappen,ba,21,Kroatische,Man,23,n,1
2018,Geesteswetenschappen,ba,21,Kroatische,Vrouw,18,j,2
2018,Geesteswetenschappen,ba,21,Kroatische,Vrouw,19,n,1
2018,Geesteswetenschappen,ba,21,Kroatische,Vrouw,33,n,1
2018,Geesteswetenschappen,ba,12,Oekraïense,Man,19,n,1
2018,Geesteswetenschappen,ba,12,Oekraïense,Vrouw,22,j,1
2018,Geesteswetenschappen,ba,11,Oezbeekse,Man,21,n,1
2018,Geesteswetenschappen,ba,19,Russische,Man,20,n,1
2018,Geesteswetenschappen,ba,19,Russische,Man,29,j,2
2018,Geesteswetenschappen,ba,19,Russische,Vrouw,18,j,1
2018,Geesteswetenschappen,ba,19,Russische,Vrouw,19,j,1
2018,Geesteswetenschappen,ba,19,Russische,Vrouw,19,n,1
2018,Geesteswetenschappen,ba,19,Russische,Vrouw,20,n,1
2018,Geesteswetenschappen,ba,19,Russische,Vrouw,21,j,1
2018,Geesteswetenschappen,ba,19,Russische,Vrouw,21,n,1
2018,Geesteswetenschappen,ba,19,Russische,Vrouw,22,n,1
2018,Geesteswetenschappen,ba,19,Russische,Vrouw,24,n,1
2018,Geesteswetenschappen,ba,19,Russische,Vrouw,30,n,1
2018,Geesteswetenschappen,ba,19,Russische,Vrouw,45,n,1
2018,Geesteswetenschappen,ba,213,Servische,Man,21,n,1
2018,Geesteswetenschappen,ba,213,Servische,Man,24,n,1
2018,Geesteswetenschappen,ba,20,Sloveense,Vrouw,22,j,1
2018,Geesteswetenschappen,ba,20,Sloveense,Vrouw,23,n,1
2018,Geesteswetenschappen,ba,10,Tadzjiekse,Man,21,j,1
2018,Geesteswetenschappen,ba,119,Canadese,Vrouw,17,j,1
2018,Geesteswetenschappen,ba,119,Canadese,Vrouw,41,n,1
2018,Geesteswetenschappen,ba,119,Canadese,Vrouw,56,j,1
2018,Geesteswetenschappen,ba,137,Chileense,Vrouw,20,n,1
2018,Geesteswetenschappen,ba,137,Chileense,Vrouw,27,j,1
2018,Geesteswetenschappen,ba,155,Chinese,Man,19,j,3
2018,Geesteswetenschappen,ba,155,Chinese,Man,21,n,1
2018,Geesteswetenschappen,ba,155,Chinese,Man,22,j,1
2018,Geesteswetenschappen,ba,155,Chinese,Man,22,n,3
2018,Geesteswetenschappen,ba,155,Chinese,Man,23,j,1
2018,Geesteswetenschappen,ba,155,Chinese,Man,32,j,1
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,18,j,2
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,19,n,1
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,20,j,3
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,20,n,4
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,21,j,2
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,21,n,2
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,22,j,1
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,22,n,4
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,23,j,1
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,23,n,1
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,24,j,1
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,24,n,2
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,26,j,1
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,26,n,1
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,28,j,2
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,30,n,3
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,34,n,1
2018,Geesteswetenschappen,ba,155,Chinese,Vrouw,39,n,1
2018,Geesteswetenschappen,ba,138,Colombiaanse,Man,45,n,1
2018,Geesteswetenschappen,ba,138,Colombiaanse,Vrouw,22,n,1
2018,Geesteswetenschappen,ba,138,Colombiaanse,Vrouw,27,n,1
2018,Geesteswetenschappen,ba,156,Cyprische,Man,24,n,1
2018,Geesteswetenschappen,ba,156,Cyprische,Vrouw,17,j,1
2018,Geesteswetenschappen,ba,156,Cyprische,Vrouw,18,j,1
2018,Geesteswetenschappen,ba,156,Cyprische,Vrouw,20,n,2
2018,Geesteswetenschappen,ba,32,Deense,Man,18,j,1
2018,Geesteswetenschappen,ba,32,Deense,Man,20,n,2
2018,Geesteswetenschappen,ba,32,Deense,Man,21,n,1
2018,Geesteswetenschappen,ba,32,Deense,Man,22,n,1
2018,Geesteswetenschappen,ba,32,Deense,Man,25,n,1
2018,Geesteswetenschappen,ba,32,Deense,Vrouw,19,n,1
2018,Geesteswetenschappen,ba,32,Deense,Vrouw,24,n,1
2018,Geesteswetenschappen,ba,139,Ecuadoraanse,Vrouw,23,n,1
2018,Geesteswetenschappen,ba,75,Egyptische,Vrouw,30,j,1
2018,Geesteswetenschappen,ba,75,Egyptische,Vrouw,33,n,1
2018,Geesteswetenschappen,ba,23,Estische,Vrouw,21,j,1
2018,Geesteswetenschappen,ba,77,Ethiopische,Vrouw,19,j,1
2018,Geesteswetenschappen,ba,34,Finse,Man,19,j,1
2018,Geesteswetenschappen,ba,34,Finse,Man,32,n,1
2018,Geesteswetenschappen,ba,34,Finse,Man,35,n,1
2018,Geesteswetenschappen,ba,34,Finse,Vrouw,19,j,3
2018,Geesteswetenschappen,ba,34,Finse,Vrouw,20,j,2
2018,Geesteswetenschappen,ba,34,Finse,Vrouw,20,n,2
2018,Geesteswetenschappen,ba,34,Finse,Vrouw,21,j,1
2018,Geesteswetenschappen,ba,34,Finse,Vrouw,21,n,4
2018,Geesteswetenschappen,ba,34,Finse,Vrouw,22,n,3
2018,Geesteswetenschappen,ba,34,Finse,Vrouw,23,n,1
2018,Geesteswetenschappen,ba,34,Finse,Vrouw,24,j,1
2018,Geesteswetenschappen,ba,34,Finse,Vrouw,24,n,1
2018,Geesteswetenschappen,ba,34,Finse,Vrouw,29,n,1
2018,Geesteswetenschappen,ba,35,Franse,Man,17,j,1
2018,Geesteswetenschappen,ba,35,Franse,Man,18,j,1
2018,Geesteswetenschappen,ba,35,Franse,Man,19,j,1
2018,Geesteswetenschappen,ba,35,Franse,Man,19,n,8
2018,Geesteswetenschappen,ba,35,Franse,Man,20,j,2
2018,Geesteswetenschappen,ba,35,Franse,Man,20,n,3
2018,Geesteswetenschappen,ba,35,Franse,Man,21,n,2
2018,Geesteswetenschappen,ba,35,Franse,Man,22,n,2
2018,Geesteswetenschappen,ba,35,Franse,Man,23,j,1
2018,Geesteswetenschappen,ba,35,Franse,Man,23,n,1
2018,Geesteswetenschappen,ba,35,Franse,Man,24,n,1
2018,Geesteswetenschappen,ba,35,Franse,Man,25,n,2
2018,Geesteswetenschappen,ba,35,Franse,Vrouw,17,j,5
2018,Geesteswetenschappen,ba,35,Franse,Vrouw,18,j,11
2018,Geesteswetenschappen,ba,35,Franse,Vrouw,18,n,4
2018,Geesteswetenschappen,ba,35,Franse,Vrouw,19,j,4
2018,Geesteswetenschappen,ba,35,Franse,Vrouw,19,n,9
2018,Geesteswetenschappen,ba,35,Franse,Vrouw,20,n,10
2018,Geesteswetenschappen,ba,35,Franse,Vrouw,21,j,1
2018,Geesteswetenschappen,ba,35,Franse,Vrouw,21,n,6
2018,Geesteswetenschappen,ba,35,Franse,Vrouw,23,j,2
2018,Geesteswetenschappen,ba,35,Franse,Vrouw,23,n,1
2018,Geesteswetenschappen,ba,35,Franse,Vrouw,26,n,1
2018,Geesteswetenschappen,ba,35,Franse,Vrouw,41,j,1
2018,Geesteswetenschappen,ba,35,Franse,Vrouw,48,n,1
2018,Geesteswetenschappen,ba,37,Griekse,Man,19,n,1
2018,Geesteswetenschappen,ba,37,Griekse,Man,20,n,1
2018,Geesteswetenschappen,ba,37,Griekse,Man,22,n,1
2018,Geesteswetenschappen,ba,37,Griekse,Man,38,n,1
2018,Geesteswetenschappen,ba,37,Griekse,Vrouw,17,j,1
2018,Geesteswetenschappen,ba,37,Griekse,Vrouw,19,n,1
2018,Geesteswetenschappen,ba,37,Griekse,Vrouw,21,j,1
2018,Geesteswetenschappen,ba,37,Griekse,Vrouw,21,n,1
2018,Geesteswetenschappen,ba,37,Griekse,Vrouw,23,n,1
2018,Geesteswetenschappen,ba,37,Griekse,Vrouw,24,n,1
2018,Geesteswetenschappen,ba,37,Griekse,Vrouw,29,n,1
2018,Geesteswetenschappen,ba,124,Guatemalaanse,Man,22,n,1
2018,Geesteswetenschappen,ba,39,Hongaarse,Man,19,j,1
2018,Geesteswetenschappen,ba,39,Hongaarse,Man,20,j,2
2018,Geesteswetenschappen,ba,39,Hongaarse,Man,20,n,1
2018,Geesteswetenschappen,ba,39,Hongaarse,Man,21,j,1
2018,Geesteswetenschappen,ba,39,Hongaarse,Man,21,n,1
2018,Geesteswetenschappen,ba,39,Hongaarse,Man,22,n,1
2018,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,19,j,2
2018,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,20,n,1
2018,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,21,n,1
2018,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,22,n,3
2018,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,24,n,2
2018,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,25,n,1
2018,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,27,n,1
2018,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,30,n,1
2018,Geesteswetenschappen,ba,39,Hongaarse,Vrouw,44,n,1
2018,Geesteswetenschappen,ba,40,Ierse,Man,17,j,1
2018,Geesteswetenschappen,ba,40,Ierse,Man,18,j,2
2018,Geesteswetenschappen,ba,40,Ierse,Man,20,n,1
2018,Geesteswetenschappen,ba,40,Ierse,Man,21,n,1
2018,Geesteswetenschappen,ba,40,Ierse,Man,22,n,2
2018,Geesteswetenschappen,ba,40,Ierse,Man,25,n,1
2018,Geesteswetenschappen,ba,40,Ierse,Man,28,j,1
2018,Geesteswetenschappen,ba,40,Ierse,Vrouw,18,j,3
2018,Geesteswetenschappen,ba,40,Ierse,Vrouw,19,j,2
2018,Geesteswetenschappen,ba,40,Ierse,Vrouw,19,n,3
2018,Geesteswetenschappen,ba,40,Ierse,Vrouw,20,j,2
2018,Geesteswetenschappen,ba,40,Ierse,Vrouw,20,n,1
2018,Geesteswetenschappen,ba,40,Ierse,Vrouw,21,n,1
2018,Geesteswetenschappen,ba,40,Ierse,Vrouw,29,n,1
2018,Geesteswetenschappen,ba,40,Ierse,Vrouw,53,n,1
2018,Geesteswetenschappen,ba,41,Ijslandse,Vrouw,19,j,1
2018,Geesteswetenschappen,ba,41,Ijslandse,Vrouw,21,n,1
2018,Geesteswetenschappen,ba,160,Indonesische,Man,18,j,1
2018,Geesteswetenschappen,ba,160,Indonesische,Man,19,n,1
2018,Geesteswetenschappen,ba,160,Indonesische,Man,23,n,1
2018,Geesteswetenschappen,ba,160,Indonesische,Man,24,n,2
2018,Geesteswetenschappen,ba,160,Indonesische,Vrouw,18,j,1
2018,Geesteswetenschappen,ba,160,Indonesische,Vrouw,19,n,2
2018,Geesteswetenschappen,ba,160,Indonesische,Vrouw,20,n,2
2018,Geesteswetenschappen,ba,160,Indonesische,Vrouw,21,n,2
2018,Geesteswetenschappen,ba,162,Iraanse,Man,33,j,1
2018,Geesteswetenschappen,ba,162,Iraanse,Vrouw,22,n,1
2018,Geesteswetenschappen,ba,163,Israëlische,Vrouw,21,j,1
2018,Geesteswetenschappen,ba,42,Italiaanse,Man,17,j,1
2018,Geesteswetenschappen,ba,42,Italiaanse,Man,18,j,4
2018,Geesteswetenschappen,ba,42,Italiaanse,Man,19,j,4
2018,Geesteswetenschappen,ba,42,Italiaanse,Man,19,n,4
2018,Geesteswetenschappen,ba,42,Italiaanse,Man,20,j,1
2018,Geesteswetenschappen,ba,42,Italiaanse,Man,20,n,7
2018,Geesteswetenschappen,ba,42,Italiaanse,Man,21,n,13
2018,Geesteswetenschappen,ba,42,Italiaanse,Man,22,j,1
2018,Geesteswetenschappen,ba,42,Italiaanse,Man,22,n,3
2018,Geesteswetenschappen,ba,42,Italiaanse,Man,23,j,1
2018,Geesteswetenschappen,ba,42,Italiaanse,Man,24,n,2
2018,Geesteswetenschappen,ba,42,Italiaanse,Man,26,n,1
2018,Geesteswetenschappen,ba,42,Italiaanse,Man,28,n,1
2018,Geesteswetenschappen,ba,42,Italiaanse,Man,30,j,1
2018,Geesteswetenschappen,ba,42,Italiaanse,Vrouw,18,j,6
2018,Geesteswetenschappen,ba,42,Italiaanse,Vrouw,19,j,8
2018,Geesteswetenschappen,ba,42,Italiaanse,Vrouw,19,n,8
2018,Geesteswetenschappen,ba,42,Italiaanse,Vrouw,20,j,4
2018,Geesteswetenschappen,ba,42,Italiaanse,Vrouw,20,n,13
